iter	MultiClass
276	1.251769581
277	1.251034598
278	1.250191875
279	1.250034294
280	1.249230808
281	1.248804758
282	1.248140306
283	1.247619159
284	1.246805421
285	1.246341208
286	1.245768323
287	1.245016634
288	1.24462365
289	1.24391786
290	1.243110002
291	1.242533591
292	1.241812158
293	1.241198026
294	1.240564068
295	1.240014832
296	1.239396686
297	1.238861577
298	1.238208448
299	1.237192455
300	1.236745325
301	1.236209491
302	1.23559439
303	1.234735831
304	1.233915705
305	1.23340144
306	1.232594665
307	1.23191672
308	1.231407532
309	1.230959697
310	1.230436949
311	1.22963723
312	1.228429338
313	1.227914054
314	1.227517366
315	1.227069456
316	1.226490166
317	1.226167657
318	1.225553186
319	1.225010381
320	1.224188825
321	1.223506222
322	1.222737281
323	1.222231312
324	1.221591448
325	1.221039124
326	1.220573346
327	1.220125353
328	1.219467636
329	1.219079327
330	1.217981152
331	1.217060171
332	1.216375744
333	1.215744873
334	1.215127944
335	1.214268887
336	1.213836299
337	1.213498037
338	1.212679029
339	1.212068535
340	1.211497727
341	1.211182084
342	1.210718299
343	1.210142667
344	1.209612036
345	1.209079769
346	1.208258022
347	1.207917746
348	1.207373634
349	1.206947097
350	1.20651881
351	1.205538658
352	1.205049194
353	1.204370715
354	1.203799207
355	1.20337965
356	1.202754884
357	1.202079888
358	1.201557833
359	1.201064786
360	1.200436771
361	1.199753181
362	1.199094177
363	1.198578697
364	1.198158467
365	1.197638072
366	1.196304857
367	1.195638385
368	1.195241707
369	1.194503616
370	1.193580034
371	1.193134447
372	1.192620838
373	1.192133526
374	1.191792165
375	1.191278012
376	1.190544318
377	1.189950754
378	1.189374197
379	1.189002848
380	1.188237988
381	1.187113571
382	1.186825729
383	1.186412395
384	1.185994118
385	1.185383415
386	1.185060379
387	1.184646633
388	1.18407398
389	1.183721143
390	1.183082658
391	1.182543901
392	1.182085466
393	1.18145364
394	1.180919262
395	1.180667391
396	1.179993448
397	1.179674318
398	1.179002129
399	1.178051971
400	1.177487157
401	1.176743415
402	1.176248263
403	1.175912685
404	1.175396144
405	1.174947914
406	1.174558263
407	1.174176144
408	1.173662692
409	1.173147114
410	1.172875667
411	1.172289714
412	1.171378952
413	1.170835013
414	1.170420258
415	1.169946672
416	1.169475758
417	1.169102671
418	1.168426985
419	1.167915517
420	1.167477417
421	1.166781229
422	1.166324417
423	1.165854044
424	1.165564719
425	1.165094858
426	1.164437928
427	1.163938331
428	1.16340328
429	1.162858153
430	1.162446982
431	1.162067458
432	1.161480761
433	1.161168545
434	1.160639867
435	1.160241552
436	1.15979698
437	1.159307652
438	1.158833103
439	1.158411766
440	1.157843015
441	1.157252036
442	1.15696761
443	1.156622603
444	1.156018584
445	1.155697196
446	1.15495895
447	1.154601657
448	1.154027598
449	1.153738654
450	1.15325037
451	1.152556544
452	1.152238526
453	1.151765796
454	1.151365327
455	1.15079709
456	1.150345356
457	1.149896627
458	1.149477941
459	1.148713665
460	1.14837059
461	1.147559158
462	1.146998219
463	1.146655973
464	1.145921623
465	1.145328431
466	1.144732536
467	1.143822805
468	1.143376355
469	1.142888024
470	1.142370023
471	1.141951663
472	1.141314817
473	1.140933226
474	1.140550564
475	1.140270677
476	1.139911482
477	1.139411014
478	1.139020495
479	1.138521148
480	1.137846619
481	1.137260133
482	1.137008154
483	1.136584714
484	1.136197473
485	1.135600227
486	1.135280718
487	1.134997791
488	1.134298759
489	1.133711793
490	1.133355319
491	1.132595239
492	1.132282307
493	1.131644483
494	1.131166752
495	1.130372791
496	1.129796796
497	1.12936215
498	1.129020401
499	1.128464461
500	1.128101425
501	1.127772597
502	1.127337143
503	1.126749554
504	1.126352481
505	1.12599388
506	1.125635586
507	1.125271297
508	1.124966009
509	1.124665244
510	1.124292747
511	1.12381843
512	1.123485525
513	1.123154083
514	1.122956915
515	1.122669251
516	1.122349583
517	1.121785101
518	1.12136586
519	1.121022891
520	1.120576484
521	1.120286356
522	1.120058601
523	1.119695893
524	1.119192384
525	1.118757854
526	1.118153914
527	1.11783573
528	1.117416886
529	1.116926232
530	1.116451405
531	1.115990006
532	1.115399814
533	1.114918589
534	1.114484458
535	1.114096479
536	1.113512434
537	1.113130297
538	1.112794325
539	1.112580584
540	1.112303574
541	1.11189429
542	1.111361197
543	1.110645176
544	1.110342326
545	1.110108744
546	1.109704533
547	1.108978829
548	1.108476262
549	1.108218652
550	1.107865499
551	1.107585018
552	1.107114227
553	1.106864786
554	1.106258976
555	1.105808662
556	1.10548721
557	1.105033748
558	1.104799021
559	1.104421974
560	1.1037737
561	1.103367538
562	1.103082622
563	1.102678458
564	1.102237003
565	1.101921814
566	1.101670678
567	1.101272386
568	1.100980549
569	1.100644876
570	1.100465676
571	1.100273333
572	1.099893387
573	1.099297581
574	1.098847425
575	1.098427267
576	1.098218304
577	1.097897923
578	1.097646341
579	1.097086376
580	1.096683462
581	1.096107502
582	1.095687667
583	1.095310048
584	1.095018702
585	1.09462181
586	1.094137139
587	1.093860926
588	1.093310268
589	1.092967058
590	1.092633899
591	1.092060404
592	1.091849495
593	1.091298375
594	1.091064415
595	1.090570208
596	1.090250701
597	1.089667167
598	1.089114688
599	1.088645319
600	1.088358568
601	1.087901232
602	1.087667726
603	1.087313558
604	1.087191143
605	1.086942002
606	1.086582183
607	1.086206372
608	1.085716189
609	1.085454533
610	1.085153938
611	1.084825206
612	1.08437479
613	1.083970958
614	1.083398112
615	1.08293612
616	1.082483533
617	1.082181342
618	1.081641504
619	1.081268947
620	1.081066784
621	1.080741564
622	1.080406183
623	1.080185076
624	1.079972014
625	1.079661018
626	1.079360911
627	1.079072257
628	1.078759505
629	1.078511087
630	1.07818177
631	1.077854319
632	1.077627034
633	1.077271614
634	1.076942313
635	1.0765781
636	1.076145223
637	1.075715324
638	1.075427766
639	1.075069388
640	1.074868732
641	1.074561218
642	1.074159382
643	1.073894429
644	1.073407555
645	1.073097489
646	1.072770837
647	1.072606196
648	1.072288698
649	1.071786459
650	1.071462222
651	1.071183053
652	1.070821947
653	1.070477542
654	1.069988057
655	1.069720187
656	1.069375725
657	1.068995831
658	1.068715672
659	1.068560612
660	1.068259007
661	1.067992422
662	1.067557755
663	1.067358802
664	1.066943408
665	1.066800689
666	1.066435621
667	1.06607613
668	1.065811118
669	1.065443787
670	1.065202946
671	1.064911918
672	1.064479518
673	1.064191106
674	1.063884626
675	1.063509311
676	1.06327878
677	1.063112497
678	1.062768822
679	1.062402584
680	1.062056399
681	1.061728712
682	1.06109499
683	1.060755594
684	1.060461555
685	1.059938398
686	1.059554484
687	1.059245636
688	1.058895918
689	1.058397287
690	1.058003947
691	1.057571131
692	1.057394907
693	1.057028387
694	1.056587338
695	1.056293247
696	1.055995059
697	1.055661387
698	1.055264472
699	1.054631444
700	1.05424517
701	1.053969476
702	1.053659764
703	1.053434741
704	1.053038473
705	1.052837367
706	1.052409075
707	1.052076816
708	1.051815885
709	1.05149415
710	1.051106505
711	1.05080379
712	1.05047862
713	1.050241789
714	1.049871644
715	1.049536199
716	1.049111631
717	1.048433605
718	1.048090728
719	1.047801404
720	1.047579798
721	1.047245829
722	1.046888438
723	1.046614459
724	1.046318325
725	1.0461143
726	1.045860927
727	1.045732745
728	1.045460733
729	1.044958801
730	1.04468636
731	1.044685578
732	1.044244463
733	1.043856851
734	1.043559863
735	1.043210272
736	1.042991432
737	1.042717903
738	1.042393236
739	1.042070538
740	1.041860977
741	1.041607331
742	1.041432701
743	1.041155885
744	1.040830805
745	1.04052483
746	1.040283681
747	1.039964831
748	1.039587289
749	1.039369735
750	1.03920645
751	1.038917444
752	1.038561689
753	1.03792972
754	1.037683405
755	1.037526684
756	1.037220176
757	1.037027354
758	1.036935336
759	1.036723067
760	1.03623418
761	1.036001919
762	1.035519053
763	1.035197755
764	1.03478435
765	1.034550191
766	1.034161246
767	1.033836976
768	1.03348428
769	1.033241943
770	1.032963291
771	1.032687192
772	1.032395115
773	1.032090607
774	1.031860225
775	1.0315397
776	1.031417753
777	1.031210525
778	1.030737905
779	1.030498136
780	1.030224223
781	1.029990257
782	1.02986316
783	1.029617701
784	1.029389178
785	1.028998231
786	1.028716722
787	1.028205105
788	1.028014078
789	1.027725859
790	1.027492286
791	1.027191421
792	1.026792803
793	1.02657795
794	1.026471333
795	1.026195578
796	1.025969327
797	1.02573281
798	1.025413694
799	1.025112952
800	1.024648738
801	1.024350814
802	1.024087366
803	1.023647644
804	1.023240163
805	1.023070186
806	1.022734818
807	1.02243078
808	1.022037799
809	1.021677118
810	1.021254443
811	1.020867665
812	1.020578038
813	1.0203373
814	1.020053532
815	1.019831187
816	1.019534607
817	1.01918809
818	1.018939498
819	1.018714875
820	1.018373661
821	1.018111626
822	1.017976938
823	1.017795397
824	1.017579584
825	1.017251642
826	1.016838302
827	1.016541017
828	1.016207023
829	1.015992713
830	1.015573797
831	1.015395312
832	1.015129101
833	1.015013023
834	1.014862115
835	1.014590202
836	1.01449979
837	1.014337103
838	1.014247037
839	1.013988723
840	1.013767557
841	1.013457178
842	1.013279539
843	1.013108764
844	1.012727185
845	1.012612292
846	1.012149729
847	1.011849536
848	1.011693394
849	1.011414654
850	1.011162954
851	1.01096295
852	1.010624947
853	1.010303892
854	1.010046274
855	1.00969463
856	1.009102862
857	1.00862439
858	1.008329042
859	1.00788392
860	1.007585397
861	1.007370905
862	1.006971888
863	1.006662579
864	1.006525959
865	1.006340458
866	1.0062001
867	1.00595722
868	1.005769494
869	1.005610631
870	1.005343031
871	1.005042905
872	1.004899822
873	1.004691267
874	1.004369551
875	1.004143464
876	1.003902249
877	1.003548095
878	1.003377461
879	1.003078841
880	1.002815923
881	1.002608727
882	1.002447565
883	1.002195416
884	1.001960539
885	1.001751662
886	1.001461642
887	1.001078329
888	1.00090284
889	1.000676565
890	1.000454484
891	1.000352165
892	1.000155008
893	0.9999387532
894	0.9995997487
895	0.9991419478
896	0.9989838609
897	0.9986572094
898	0.9984267937
899	0.9982109745
900	0.9979271637
901	0.9977526944
902	0.9974420595
903	0.9970431659
904	0.9966671826
905	0.9963543484
906	0.9961049628
907	0.9957923797
908	0.9954883784
909	0.9952976798
910	0.9950106312
911	0.9947706681
912	0.9945222605
913	0.9943378636
914	0.9941348918
915	0.9939586808
916	0.993749281
917	0.9935301686
918	0.9934466236
919	0.9931494967
920	0.9927281802
921	0.9924205759
922	0.9921619653
923	0.9919146607
924	0.9917688702
925	0.991470379
926	0.9912653188
927	0.9909396389
928	0.9907972215
929	0.9904974355
930	0.9902655587
931	0.9899283951
932	0.9896466328
933	0.9893712525
934	0.9891076329
935	0.9888383253
936	0.988650939
937	0.9885030288
938	0.9882753852
939	0.9878330317
940	0.9876865637
941	0.9874120609
942	0.9872435254
943	0.9870133966
944	0.9868499821
945	0.9866036628
946	0.9863317035
947	0.9862543986
948	0.9860107578
949	0.9857075566
950	0.9855992917
951	0.9854312021
952	0.9852752979
953	0.9848465581
954	0.9846202335
955	0.9844666387
956	0.9842126087
957	0.9838186175
958	0.9835878102
959	0.9834602196
960	0.9833412661
961	0.9831764817
962	0.9827059971
963	0.9825642753
964	0.9823602187
965	0.9822032887
966	0.9820526639
967	0.9819674532
968	0.9817204995
969	0.9812571462
970	0.9810293592
971	0.9807530058
972	0.9806314688
973	0.9804452314
974	0.9801800041
975	0.9799913108
976	0.9797443758
977	0.9795466363
978	0.9792623844
979	0.9790425056
980	0.9787995438
981	0.9785852736
982	0.9784297115
983	0.9780389761
984	0.9778577654
985	0.9776743237
986	0.9773677593
987	0.9771787647
988	0.9769298341
989	0.9767031346
990	0.9764663785
991	0.9760715574
992	0.975752379
993	0.9755698382
994	0.9753670094
995	0.9752352605
996	0.9750520575
997	0.9748708776
998	0.9745429928
999	0.9744263595
1000	0.9741835649
1001	0.9740277102
1002	0.9738751286
1003	0.9735990039
1004	0.9733859972
1005	0.9732630088
1006	0.972887362
1007	0.9727038083
1008	0.9725167146
1009	0.9724254028
1010	0.9722043976
1011	0.9720874939
1012	0.971875458
1013	0.9716782955
1014	0.9715242851
1015	0.9712883299
1016	0.9710013531
1017	0.9707835235
1018	0.970385342
1019	0.9702003909
1020	0.9699833377
1021	0.9694720773
1022	0.969251048
1023	0.969022149
1024	0.9688711249
1025	0.9685084001
1026	0.968432024
1027	0.9681343688
1028	0.9679153808
1029	0.9678173938
1030	0.9677347526
1031	0.9675713926
1032	0.9674426596
1033	0.9670419041
1034	0.9666465063
1035	0.9663525887
1036	0.9662138704
1037	0.9659616234
1038	0.9656591147
1039	0.965432224
1040	0.9651348135
1041	0.9649162781
1042	0.9647426239
1043	0.9643839855
1044	0.9642382902
1045	0.9640059182
1046	0.9638123031
1047	0.9635663818
1048	0.9632148246
1049	0.9629148677
1050	0.9627609844
1051	0.9625700481
1052	0.9624164375
1053	0.9622912079
1054	0.9621190644
1055	0.961912161
1056	0.9616851525
1057	0.9613827148
1058	0.9612212798
1059	0.9609758349
1060	0.9607526633
1061	0.9604869731
1062	0.9603951521
1063	0.9602072217
1064	0.9599883099
1065	0.9598051918
1066	0.9595355546
1067	0.9592987119
1068	0.9590602703
1069	0.9589066997
1070	0.9586389708
1071	0.9584421718
1072	0.9582782569
1073	0.9581074359
1074	0.9576746477
1075	0.9574112666
1076	0.9572250103
1077	0.9569368144
1078	0.9566948465
1079	0.956546183
1080	0.9562792624
1081	0.9560515266
1082	0.955906125
1083	0.9557503322
1084	0.9555671452
1085	0.9554302548
1086	0.9552241246
1087	0.9550470314
1088	0.9548997969
1089	0.9546520958
1090	0.9545068645
1091	0.9543601761
1092	0.9541320096
1093	0.9538731157
1094	0.9536547311
1095	0.9534274944
1096	0.9532321381
1097	0.9530984389
1098	0.9528063025
1099	0.9525322028
1100	0.9523109312
1101	0.952181289
1102	0.9518874439
1103	0.9517218869
1104	0.951516422
1105	0.9513559439
1106	0.951204048
1107	0.950920141
1108	0.9507560327
1109	0.9505865154
1110	0.9503259229
1111	0.9501348072
1112	0.9498182851
1113	0.9496411343
1114	0.9494603758
1115	0.9492325708
1116	0.9490335733
1117	0.9488893087
1118	0.9485393845
1119	0.9483015104
1120	0.9480834462
1121	0.9478131136
1122	0.9473976353
1123	0.947115522
1124	0.946879061
1125	0.9465397976
1126	0.9462569468
1127	0.945998525
1128	0.9458670034
1129	0.9456790061
1130	0.945436719
1131	0.9452782569
1132	0.9451786371
1133	0.9447659962
1134	0.9445278268
1135	0.9442914772
1136	0.944088712
1137	0.9439181321
1138	0.9437570717
1139	0.9434484739
1140	0.9433500891
1141	0.9430658798
1142	0.9428959168
1143	0.9427190817
1144	0.94254445
1145	0.9423993649
1146	0.9423347312
1147	0.9421844621
1148	0.9421129913
1149	0.9419609262
1150	0.9417980422
1151	0.9416175017
1152	0.941376717
1153	0.9412103381
1154	0.9409642744
1155	0.9408190231
1156	0.9405958291
1157	0.9403332733
1158	0.9401649846
1159	0.9401049296
1160	0.9397798195
1161	0.9396300396
1162	0.939275453
1163	0.9391611646
1164	0.9389801173
1165	0.9387875097
1166	0.9386006654
1167	0.9383798399
1168	0.9382125438
1169	0.938034766
1170	0.9379021456
1171	0.9377601693
1172	0.9376404912
1173	0.9374232838
1174	0.937218221
1175	0.937125128
1176	0.9368597755
1177	0.9365327639
1178	0.9364103505
1179	0.9362365659
1180	0.936047653
1181	0.9358509555
1182	0.9356007534
1183	0.9354181059
1184	0.935147881
1185	0.9350200774
1186	0.9348649289
1187	0.9346984724
1188	0.9344895814
1189	0.9343965898
1190	0.9342311038
1191	0.9341473266
1192	0.9339552857
1193	0.9336961939
1194	0.9334757475
1195	0.9332576816
1196	0.9330579839
1197	0.932990462
1198	0.9328385734
1199	0.9326371928
1200	0.9324643003
1201	0.9323056514
1202	0.9321667917
1203	0.9319895185
1204	0.9317857443
1205	0.9315830379
1206	0.9314978447
1207	0.931409336
1208	0.9310780401
1209	0.9309187354
1210	0.9307284287
1211	0.9305410802
1212	0.9304028491
1213	0.93021459
1214	0.9300345204
1215	0.9299129368
1216	0.9297499004
1217	0.9295486708
1218	0.9293698805
1219	0.9292473515
1220	0.9290781334
1221	0.9288760913
1222	0.9285314709
1223	0.9283678833
1224	0.9281656521
1225	0.9280130796
1226	0.9278738869
1227	0.9276653638
1228	0.9273730435
1229	0.9271399398
1230	0.9269754393
1231	0.9268105574
1232	0.9264384143
1233	0.9262760831
1234	0.926159978
1235	0.9259435741
1236	0.9257837906
1237	0.9256968981
1238	0.9255403362
1239	0.9253950825
1240	0.9252270771
1241	0.9249432281
1242	0.9247460961
1243	0.9246304238
1244	0.9244183583
1245	0.9241579379
1246	0.9239910482
1247	0.923825882
1248	0.9236919272
1249	0.9235380547
1250	0.9233317073
1251	0.9231615016
1252	0.9229718772
1253	0.9226806758
1254	0.9223473554
1255	0.9221203667
1256	0.9219818834
1257	0.9216410462
1258	0.9213880068
1259	0.9212627327
1260	0.9211265413
1261	0.9209229287
1262	0.9208519523
1263	0.9207346859
1264	0.9205572632
1265	0.9203308161
1266	0.9201332804
1267	0.9199541466
1268	0.9196942671
1269	0.9195595681
1270	0.9194322118
1271	0.9191964194
1272	0.9190248438
1273	0.9188832228
1274	0.9187851636
1275	0.9185541692
1276	0.9184079905
1277	0.9180940091
1278	0.9179567106
1279	0.9177265393
1280	0.9175766661
1281	0.91742949
1282	0.9172122632
1283	0.9171153537
1284	0.9169893688
1285	0.9168572159
1286	0.9166417466
1287	0.9164744546
1288	0.9162804169
1289	0.9160594461
1290	0.9157754254
1291	0.915540624
1292	0.9153405335
1293	0.915207001
1294	0.9150600929
1295	0.914895755
1296	0.9147178833
1297	0.9145626527
1298	0.9144189337
1299	0.9142300517
1300	0.9139889284
1301	0.9138714711
1302	0.9137595804
1303	0.9135596383
1304	0.9134495419
1305	0.9132292233
1306	0.9129608524
1307	0.9128034141
1308	0.9125571869
1309	0.9123274865
1310	0.9121415115
1311	0.9119622346
1312	0.911792342
1313	0.9116288443
1314	0.9114870857
1315	0.9112985887
1316	0.9111204497
1317	0.9109669039
1318	0.9108118908
1319	0.9106413972
1320	0.9105016982
1321	0.9103024792
1322	0.9101284734
1323	0.9099888758
1324	0.9098556843
1325	0.9096746652
1326	0.9095201266
1327	0.9093271253
1328	0.9091685068
1329	0.9090532618
1330	0.9089383715
1331	0.9087095305
1332	0.9084587555
1333	0.9082905119
1334	0.9080888077
1335	0.9078981407
1336	0.9076571756
1337	0.9075045075
1338	0.9074214971
1339	0.9071744496
1340	0.9069799431
1341	0.9068075036
1342	0.9066644524
1343	0.9065560582
1344	0.9063420931
1345	0.9060659858
1346	0.9057680527
1347	0.9056598851
1348	0.9055709984
1349	0.9054373519
1350	0.9053118534
1351	0.9051554783
1352	0.9050543303
1353	0.9049018235
1354	0.9047029102
1355	0.9045142138
1356	0.9043311477
1357	0.9041841508
1358	0.9040376408
1359	0.9039483666
1360	0.9038518721
1361	0.9036418047
1362	0.9035071258
1363	0.9032762552
1364	0.9031458172
1365	0.9029753957
1366	0.9027749992
1367	0.9026620679
1368	0.9025460689
1369	0.9023807425
1370	0.9022806849
1371	0.9020051889
1372	0.9018107864
1373	0.9017020059
1374	0.9015668337
1375	0.9013684933
1376	0.9012931109
1377	0.9012631142
1378	0.9010809385
1379	0.9009258407
1380	0.9007593789
1381	0.9006425644
1382	0.9005284726
1383	0.9004490024
1384	0.9002121464
1385	0.9001233802
1386	0.8999793545
1387	0.8999006163
1388	0.8997378836
1389	0.8994784671
1390	0.8993566011
1391	0.8992661568
1392	0.8990537621
1393	0.8988955676
1394	0.8986627384
1395	0.8985290488
1396	0.8983930471
1397	0.8982215042
1398	0.8980163245
1399	0.8977489728
1400	0.8976501
1401	0.8974594334
1402	0.8973083044
1403	0.8971041726
1404	0.8968934505
1405	0.8965730983
1406	0.8964101071
1407	0.8960930444
1408	0.8959402399
1409	0.8958171186
1410	0.8956327264
1411	0.8955459914
1412	0.8953803659
1413	0.8952477167
1414	0.8951291639
1415	0.894950126
1416	0.8947816935
1417	0.8946119008
1418	0.8943592043
1419	0.8942541675
1420	0.894086328
1421	0.8937829392
1422	0.8936369087
1423	0.8935461816
1424	0.893382981
1425	0.8932609986
1426	0.8931788769
1427	0.8929742777
1428	0.8928393017
1429	0.8925758498
1430	0.8924553701
1431	0.8923496925
1432	0.8922376953
1433	0.8919674422
1434	0.8918646777
1435	0.8916777066
1436	0.8914470769
1437	0.8911373971
1438	0.8909977426
1439	0.8908322446
1440	0.8906877369
1441	0.8905369789
1442	0.890392592
1443	0.8903727967
1444	0.8902103669
1445	0.8901135773
1446	0.8900444795
1447	0.8898187642
1448	0.8897148621
1449	0.8895498487
1450	0.889460167
1451	0.8892847385
1452	0.8891703667
1453	0.8890172749
1454	0.8888842143
1455	0.8886652449
1456	0.8885795252
1457	0.8885381165
1458	0.8884419504
1459	0.8883007576
1460	0.8880301368
1461	0.8878630201
1462	0.887707386
1463	0.8876315792
1464	0.8874278718
1465	0.8872709139
1466	0.8872270966
1467	0.8871508756
1468	0.8869416614
1469	0.8867999548
1470	0.8867002186
1471	0.8864731543
1472	0.8861606745
1473	0.8860303326
1474	0.8858284225
1475	0.8857762213
1476	0.8856105954
1477	0.8854956352
1478	0.8853798588
1479	0.8852453529
1480	0.8851054162
1481	0.8850215802
1482	0.8849380886
1483	0.8847896577
1484	0.884610462
1485	0.8843976498
1486	0.8842604095
1487	0.884139712
1488	0.8840257917
1489	0.8839235509
1490	0.883710316
1491	0.8834736131
1492	0.8832525882
1493	0.8829175515
1494	0.8827917211
1495	0.8825679273
1496	0.8823363184
1497	0.882176674
1498	0.8820460604
1499	0.881856583
1500	0.8817696734
1501	0.881589392
1502	0.8814466247
1503	0.8813528193
1504	0.8812609407
1505	0.881120865
1506	0.8807566223
1507	0.8805450673
1508	0.880369109
1509	0.8802412521
1510	0.8800077311
1511	0.8799078848
1512	0.8797809456
1513	0.8796489067
1514	0.8795629692
1515	0.8794584964
1516	0.8793698897
1517	0.8791521064
1518	0.8789633244
1519	0.8788470906
1520	0.8786624648
1521	0.8784838121
1522	0.8783899938
1523	0.8782624036
1524	0.8780541589
1525	0.8779435184
1526	0.8778552546
1527	0.8776907708
1528	0.8775538089
1529	0.8774467035
1530	0.8771682762
1531	0.877000285
1532	0.8769422071
1533	0.8767035375
1534	0.8765415934
1535	0.876374105
1536	0.8761180603
1537	0.8759245021
1538	0.8757017967
1539	0.8755537391
1540	0.8755136056
1541	0.8754192916
1542	0.8752262655
1543	0.8750604541
1544	0.8749513568
1545	0.8747660906
1546	0.8745375523
1547	0.8744307225
1548	0.8743417017
1549	0.8742478915
1550	0.8739576132
1551	0.8737894634
1552	0.8735072507
1553	0.873329721
1554	0.8732131814
1555	0.8731340392
1556	0.8730149312
1557	0.8727573115
1558	0.8726095934
1559	0.8723546371
1560	0.8722742451
1561	0.8720380188
1562	0.8719359313
1563	0.8717664341
1564	0.8716706003
1565	0.8715122352
1566	0.8713838377
1567	0.8711863243
1568	0.8711188517
1569	0.8709718319
1570	0.8708426519
1571	0.8707329979
1572	0.8705254904
1573	0.8703558123
1574	0.8702671335
1575	0.8701404695
1576	0.8700368859
1577	0.8699190768
1578	0.8698149529
1579	0.8697046975
1580	0.8696248089
1581	0.8693885897
1582	0.8691940006
1583	0.8690384406
1584	0.8688733717
1585	0.8687881074
1586	0.8685588235
1587	0.8684411558
1588	0.8683064364
1589	0.8681373526
1590	0.867998478
1591	0.867913608
1592	0.8677891915
