iter	MultiClass
1593	0.8676171696
1594	0.8673658064
1595	0.8671815614
1596	0.8670282957
1597	0.8669244928
1598	0.8667919409
1599	0.8666816483
1600	0.8664464789
1601	0.8663194419
1602	0.8662394115
1603	0.8659630493
1604	0.8658566564
1605	0.8656866655
1606	0.8654704023
1607	0.8653274101
1608	0.8652455417
1609	0.8649918028
1610	0.8648158133
1611	0.8646772653
1612	0.8644334498
1613	0.8642038165
1614	0.864132438
1615	0.8640057446
1616	0.8637936643
1617	0.8636956132
1618	0.8635696311
1619	0.8634295843
1620	0.8631139958
1621	0.8629701199
1622	0.8629436231
1623	0.862846667
1624	0.8626881242
1625	0.8626531855
1626	0.8625432973
1627	0.8623366787
1628	0.862132896
1629	0.8620041772
1630	0.8618407881
1631	0.8617175996
1632	0.86158487
1633	0.8614757246
1634	0.8613355818
1635	0.8611761432
1636	0.8611019872
1637	0.8609826693
1638	0.8608942816
1639	0.8607274653
1640	0.8605492029
1641	0.8604148055
1642	0.8603376527
1643	0.8600832996
1644	0.8599651506
1645	0.8597858465
1646	0.8596219741
1647	0.859495757
1648	0.8593809362
1649	0.8592793452
1650	0.8591610399
1651	0.8590494245
1652	0.8588392052
1653	0.8587010299
1654	0.8585455657
1655	0.8583778006
1656	0.8582193455
1657	0.8580884218
1658	0.8579026293
1659	0.8577410377
1660	0.8576502954
1661	0.8575928543
1662	0.8574412458
1663	0.8572412171
1664	0.857163791
1665	0.8570792779
1666	0.8569712313
1667	0.8567938655
1668	0.8567049511
1669	0.856610422
1670	0.8565249387
1671	0.8564477102
1672	0.8563713787
1673	0.8563145563
1674	0.856137159
1675	0.855937098
1676	0.855803556
1677	0.8557684261
1678	0.8556025011
1679	0.8554675433
1680	0.8553678972
1681	0.8552479988
1682	0.855188881
1683	0.8551170115
1684	0.8549354096
1685	0.8548043612
1686	0.8545872931
1687	0.8543708032
1688	0.8542195938
1689	0.8540242731
1690	0.853819529
1691	0.8537325035
1692	0.8536361928
1693	0.853496576
1694	0.8532612758
1695	0.8530965184
1696	0.8529963606
1697	0.8528766157
1698	0.8524817478
1699	0.8523433454
1700	0.852245189
1701	0.8521087795
1702	0.8518884497
1703	0.8517142977
1704	0.8515737662
1705	0.8514044375
1706	0.8512438104
1707	0.8511169982
1708	0.8510187026
1709	0.8508115722
1710	0.8506302352
1711	0.850515511
1712	0.8503778153
1713	0.8502589104
1714	0.850241377
1715	0.850144409
1716	0.8499971054
1717	0.8498397866
1718	0.8496810778
1719	0.8496044227
1720	0.8495663213
1721	0.8494559643
1722	0.8492980944
1723	0.8492192867
1724	0.8491215107
1725	0.8489742036
1726	0.8487963702
1727	0.8486356178
1728	0.8485251376
1729	0.848454097
1730	0.8483506772
1731	0.8481831348
1732	0.8480693866
1733	0.8478521344
1734	0.8476882331
1735	0.8476038011
1736	0.8475438658
1737	0.8474973317
1738	0.8474206289
1739	0.8472641026
1740	0.8471459649
1741	0.8469580757
1742	0.846893843
1743	0.8466687051
1744	0.846643112
1745	0.8464600366
1746	0.8463597392
1747	0.8462729272
1748	0.8461028782
1749	0.8460302491
1750	0.8458489346
1751	0.845692971
1752	0.8455916116
1753	0.8454579953
1754	0.8453970069
1755	0.8452533234
1756	0.8450873755
1757	0.8449660704
1758	0.8448424511
1759	0.844750967
1760	0.8446117973
1761	0.8445172007
1762	0.8444394838
1763	0.8443734759
1764	0.8442772614
1765	0.8441078384
1766	0.8440044185
1767	0.8437555779
1768	0.8436442672
1769	0.8435630637
1770	0.8434693385
1771	0.843334435
1772	0.8432158376
1773	0.8431079144
1774	0.8429162074
1775	0.8428169186
1776	0.8427259477
1777	0.8426638056
1778	0.8425314907
1779	0.8423163768
1780	0.8421960014
1781	0.8421073205
1782	0.8419755963
1783	0.8418359575
1784	0.8417611291
1785	0.8416113739
1786	0.8414703387
1787	0.841382927
1788	0.8412726423
1789	0.8411189805
1790	0.8409680705
1791	0.8408940008
1792	0.8407639442
1793	0.8406499334
1794	0.8402644321
1795	0.840054231
1796	0.839811809
1797	0.839708792
1798	0.8396032312
1799	0.8394848569
1800	0.8393496852
1801	0.8391378718
1802	0.8389201682
1803	0.8388243488
1804	0.8387069474
1805	0.8385895738
1806	0.8384642536
1807	0.8383103925
1808	0.8382165526
1809	0.838216552
1810	0.8381227764
1811	0.838015636
1812	0.8378391028
1813	0.8376590925
1814	0.8375447554
1815	0.8374516287
1816	0.8372745997
1817	0.8370735026
1818	0.8370070131
1819	0.8368598275
1820	0.8367775332
1821	0.8367006078
1822	0.8365361032
1823	0.836409299
1824	0.8361716816
1825	0.8359010726
1826	0.835817476
1827	0.8356894594
1828	0.8354728402
1829	0.8353952192
1830	0.8353052572
1831	0.8352062439
1832	0.8350733476
1833	0.8349396264
1834	0.8348601868
1835	0.8347393273
1836	0.834605994
1837	0.8345339614
1838	0.8344366199
1839	0.8343474961
1840	0.834197124
1841	0.8341155879
1842	0.8339220176
1843	0.8338066837
1844	0.8337325794
1845	0.8336582858
1846	0.8335304315
1847	0.8333876688
1848	0.8332805224
1849	0.8331826329
1850	0.8329055516
1851	0.8327999526
1852	0.8326768199
1853	0.832502469
1854	0.8323442692
1855	0.8322735569
1856	0.8321175815
1857	0.8319676875
1858	0.831786724
1859	0.8316037368
1860	0.8313518929
1861	0.8312258561
1862	0.8311498568
1863	0.8309970075
1864	0.8309043287
1865	0.8308638988
1866	0.8307701773
1867	0.830598443
1868	0.8304013794
1869	0.8303046344
1870	0.8301951901
1871	0.830005818
1872	0.8299402857
1873	0.8298221666
1874	0.8296397346
1875	0.8294796691
1876	0.8293705531
1877	0.8291354538
1878	0.8289341298
1879	0.8288471608
1880	0.8285497519
1881	0.8284424031
1882	0.8283887318
1883	0.8282832975
1884	0.8281745823
1885	0.8281013036
1886	0.8279888812
1887	0.8278264606
1888	0.8277020414
1889	0.8274049966
1890	0.8273290135
1891	0.8271926785
1892	0.8270609372
1893	0.8269287298
1894	0.8268121289
1895	0.826679325
1896	0.8265481373
1897	0.8263748017
1898	0.8262213215
1899	0.8261165108
1900	0.825999529
1901	0.8259319857
1902	0.8258148827
1903	0.8256677275
1904	0.8255613139
1905	0.8254937185
1906	0.8254438453
1907	0.8252724087
1908	0.8252018091
1909	0.8250423281
1910	0.8249397258
1911	0.8247868293
1912	0.8246016637
1913	0.8244417234
1914	0.8243261599
1915	0.8242261523
1916	0.8240989451
1917	0.8239727696
1918	0.8237743126
1919	0.823711418
1920	0.8236124387
1921	0.8234959728
1922	0.823336476
1923	0.8232097705
1924	0.823072625
1925	0.8228993535
1926	0.8228072957
1927	0.8227551498
1928	0.8225965179
1929	0.8224518985
1930	0.8223103712
1931	0.822193748
1932	0.8221256615
1933	0.8220095492
1934	0.8219067047
1935	0.8217658901
1936	0.8216623325
1937	0.8215936573
1938	0.8214241881
1939	0.8213230842
1940	0.8212554463
1941	0.8211803879
1942	0.8210696246
1943	0.8208899526
1944	0.8206398549
1945	0.8204572932
1946	0.8204019325
1947	0.8203176707
1948	0.8201856666
1949	0.8200620218
1950	0.8199629923
1951	0.8198990541
1952	0.8197182871
1953	0.819562767
1954	0.8194328309
1955	0.8193366752
1956	0.8192424738
1957	0.8191087012
1958	0.8189993074
1959	0.8188096383
1960	0.8186364057
1961	0.8185269519
1962	0.8184485132
1963	0.818311028
1964	0.8181395412
1965	0.8180015686
1966	0.817876915
1967	0.8178246851
1968	0.8176240256
1969	0.8174817472
1970	0.8173733804
1971	0.817255634
1972	0.8172057531
1973	0.8171571198
1974	0.8170961191
1975	0.8170468329
1976	0.8169570566
1977	0.8166978719
1978	0.8166340751
1979	0.8165253695
1980	0.8164263966
1981	0.8163239595
1982	0.8162690865
1983	0.816079585
1984	0.8159035886
1985	0.8158357646
1986	0.8157134877
1987	0.8155366943
1988	0.8154685431
1989	0.8153503307
1990	0.8152197483
1991	0.815089096
1992	0.814889538
1993	0.814753397
1994	0.8146885937
1995	0.8145523974
1996	0.8144125338
1997	0.8142949385
1998	0.8141637014
1999	0.8140578321
2000	0.8139755359
2001	0.81384419
2002	0.8137482349
2003	0.8136644077
2004	0.8135892761
2005	0.8135148881
2006	0.8134560856
2007	0.8133342792
2008	0.8131822344
2009	0.8130176675
2010	0.8128065554
2011	0.8127060182
2012	0.8126324112
2013	0.8124415276
2014	0.8122874133
2015	0.8121864527
2016	0.8120700939
2017	0.8119445344
2018	0.8118885978
2019	0.8118330353
2020	0.8117265453
2021	0.8115835791
2022	0.8114962971
2023	0.8113802021
2024	0.8112272155
2025	0.8111002305
2026	0.8109946585
2027	0.810802556
2028	0.8106855803
2029	0.8106139971
2030	0.8105015585
2031	0.8103838708
2032	0.8102594003
2033	0.8102409889
2034	0.8100951102
2035	0.8100091615
2036	0.8098632681
2037	0.8097420294
2038	0.8096393954
2039	0.8094663294
2040	0.809344479
2041	0.8092923606
2042	0.8092044122
2043	0.8091027191
2044	0.8089217107
2045	0.808817451
2046	0.8087485995
2047	0.8086312666
2048	0.8085572761
2049	0.8084862038
2050	0.808446267
2051	0.808288755
2052	0.8081323975
2053	0.8081085907
2054	0.8079937647
2055	0.80785237
2056	0.8077173331
2057	0.8075941346
2058	0.8074475057
2059	0.8074298233
2060	0.8071902706
2061	0.8070975297
2062	0.8068570328
2063	0.8067645112
2064	0.8066288117
2065	0.8065162208
2066	0.8064973145
2067	0.8064208888
2068	0.8063710071
2069	0.8062247855
2070	0.8060535375
2071	0.8059624119
2072	0.8057747
2073	0.8056585446
2074	0.8055962238
2075	0.8053798693
2076	0.8051810883
2077	0.8050809598
2078	0.8048333515
2079	0.8047319139
2080	0.8045269997
2081	0.8044022573
2082	0.8043519476
2083	0.8041456684
2084	0.804040411
2085	0.8039470565
2086	0.8038480777
2087	0.8037730258
2088	0.8036234823
2089	0.8035291084
2090	0.8034469647
2091	0.8032685468
2092	0.8032207591
2093	0.8031308926
2094	0.8030025667
2095	0.8029556215
2096	0.8028520357
2097	0.8028288056
2098	0.8027082163
2099	0.8026016557
2100	0.8025146543
2101	0.8024380205
2102	0.8023811196
2103	0.8022145665
2104	0.8020954262
2105	0.8019787389
2106	0.8019458223
2107	0.8017630532
2108	0.8016740809
2109	0.8015875105
2110	0.8015151023
2111	0.8014468344
2112	0.8013928452
2113	0.801252866
2114	0.8011654068
2115	0.8010508569
2116	0.8009422318
2117	0.800828423
2118	0.8007661432
2119	0.8005864436
2120	0.8004977954
2121	0.8004186206
2122	0.8003110645
2123	0.8002196292
2124	0.8000848553
2125	0.7999569943
2126	0.7998256556
2127	0.7997100649
2128	0.799628939
2129	0.7995277672
2130	0.7994463217
2131	0.7993717498
2132	0.7991636626
2133	0.7990812523
2134	0.799007167
2135	0.7989567607
2136	0.7989151879
2137	0.7988619559
2138	0.7987995279
2139	0.7987170302
2140	0.798618822
2141	0.7985034379
2142	0.7984549164
2143	0.7983475995
2144	0.7982688104
2145	0.7979540216
2146	0.7978585124
2147	0.7977873751
2148	0.7976691195
2149	0.7976032507
2150	0.7974317388
2151	0.7973554076
2152	0.7971668097
2153	0.7970877257
2154	0.7969906176
2155	0.7968737371
2156	0.7967727715
2157	0.7966216626
2158	0.7964628774
2159	0.7962683719
2160	0.7961887743
2161	0.7961204612
2162	0.7959811332
2163	0.7958043568
2164	0.7956255426
2165	0.7955312475
2166	0.7953103399
2167	0.7952028798
2168	0.7950315876
2169	0.7949582591
2170	0.7948519334
2171	0.7947737691
2172	0.7946790479
2173	0.7944915062
2174	0.7943876412
2175	0.7942717952
2176	0.7942084598
2177	0.7939321156
2178	0.7938433392
2179	0.7937111034
2180	0.79361583
2181	0.7934576418
2182	0.7934121065
2183	0.7933502655
2184	0.7932568329
2185	0.7932156853
2186	0.7930780781
2187	0.7929687563
2188	0.7929159607
2189	0.7928601201
2190	0.7926690828
2191	0.7926089114
2192	0.7924970724
2193	0.7924390099
2194	0.7922851761
2195	0.7922653731
2196	0.7921957033
2197	0.7921650933
2198	0.7921061082
2199	0.7920708519
2200	0.7920521819
2201	0.7919745659
2202	0.7918781878
2203	0.7918006742
2204	0.7916870321
2205	0.7915274182
2206	0.7914576905
2207	0.7913071256
2208	0.7912178403
2209	0.791166484
2210	0.7911113891
2211	0.7909756557
2212	0.790835522
2213	0.7907402702
2214	0.7907051359
2215	0.7906507105
2216	0.7905716136
2217	0.7904504503
2218	0.7903750281
2219	0.7902572117
2220	0.7901105907
2221	0.7900702063
2222	0.7900140123
2223	0.7899129496
2224	0.7896714727
2225	0.78951813
2226	0.7893515036
2227	0.7892139707
2228	0.7891480719
2229	0.7889899124
2230	0.7888502999
2231	0.7887625756
2232	0.7886785401
2233	0.7885585732
2234	0.7884064906
2235	0.7883008832
2236	0.7882464908
2237	0.788058518
2238	0.78800366
2239	0.7878955644
2240	0.7876607568
2241	0.7875095005
2242	0.7873589064
2243	0.7872715218
2244	0.7871775483
2245	0.7870836259
2246	0.7869455481
2247	0.7868642366
2248	0.7867425672
2249	0.7866014832
2250	0.7865000976
2251	0.7864032043
2252	0.7862962597
2253	0.7862084798
2254	0.7861570554
2255	0.7859652992
2256	0.7858979232
2257	0.7858196248
2258	0.7857544133
2259	0.785585284
2260	0.7854144696
2261	0.7853284408
2262	0.785241348
2263	0.7851342208
2264	0.7849397748
2265	0.7848684518
2266	0.7847908259
2267	0.7846684843
2268	0.7845880416
2269	0.784506012
2270	0.7844318442
2271	0.7843820152
2272	0.7842043726
2273	0.7841480866
2274	0.7839681175
2275	0.7838983192
2276	0.7837216996
2277	0.7835567906
2278	0.7833931913
2279	0.7831729239
2280	0.7830297958
2281	0.7828740027
2282	0.7827732793
2283	0.7826314953
2284	0.7825928301
2285	0.7825460618
2286	0.7824764516
2287	0.7823940633
2288	0.7822546021
2289	0.7821781645
2290	0.7820784433
2291	0.7819531294
2292	0.7818262588
2293	0.7817749181
2294	0.7816602558
2295	0.7815553928
2296	0.7814827361
2297	0.7813875448
2298	0.7812722421
2299	0.7811098335
2300	0.7810619497
2301	0.7809485841
2302	0.7808556115
2303	0.7807640117
2304	0.7806434183
2305	0.7806276779
2306	0.7804525948
2307	0.7803047959
2308	0.7801872916
2309	0.7800664195
2310	0.7799511806
2311	0.7799192596
2312	0.7798962497
2313	0.7798567982
2314	0.7797701654
2315	0.7797154137
2316	0.7795862482
2317	0.7794981059
2318	0.7793553722
2319	0.779345405
2320	0.7792372545
2321	0.7791835233
2322	0.7791144312
2323	0.7790201669
2324	0.7789320712
2325	0.7788647443
2326	0.778750903
2327	0.7786638678
2328	0.7785638223
2329	0.778489506
2330	0.7784102319
2331	0.7782460637
2332	0.778148409
2333	0.7780978854
2334	0.7780563975
2335	0.7779589714
2336	0.777865401
2337	0.7776889064
2338	0.7775978916
2339	0.7774549133
2340	0.7773527193
2341	0.7772486938
2342	0.7772166295
2343	0.7771362315
2344	0.7769555759
2345	0.776882183
2346	0.7768194169
2347	0.7767178273
2348	0.7766862911
2349	0.776540379
2350	0.7764825939
2351	0.7764232389
2352	0.7763651246
2353	0.7763249128
2354	0.7761340906
2355	0.7759836631
2356	0.7758652588
2357	0.7758165912
2358	0.7757740391
2359	0.7757040566
2360	0.7755149417
2361	0.7753853822
2362	0.7751859337
2363	0.7751290706
2364	0.7749433856
2365	0.7748006052
2366	0.7747304685
2367	0.7746918349
2368	0.7745907727
2369	0.7744501564
2370	0.774323227
2371	0.774150669
2372	0.7740842831
2373	0.7740248015
2374	0.7739682227
2375	0.7738605474
2376	0.7736708202
2377	0.7735873473
2378	0.7735145214
2379	0.7734708518
2380	0.7733854788
2381	0.7733099475
2382	0.7732127904
2383	0.7731915845
2384	0.7731643752
2385	0.7730401027
2386	0.7729503077
2387	0.7728365157
2388	0.7727400067
2389	0.7726041074
2390	0.7725188528
2391	0.7724395938
2392	0.7723416828
2393	0.7722418337
2394	0.7721027047
2395	0.7720505179
2396	0.7719580533
2397	0.7718932592
2398	0.7718346905
2399	0.7717750454
2400	0.7717056767
2401	0.7716537056
2402	0.7715122587
2403	0.7714560257
2404	0.7714206817
2405	0.7712411355
2406	0.7711282494
2407	0.7710150016
2408	0.7708920926
2409	0.7707628364
2410	0.7706786105
2411	0.7705735961
2412	0.7705152632
2413	0.7704212976
2414	0.7703276299
2415	0.7702561621
2416	0.770173507
2417	0.7701346662
2418	0.7699196126
2419	0.7698986967
2420	0.7698492123
2421	0.7697781756
2422	0.7696695726
2423	0.769561482
2424	0.7694411368
2425	0.7693772681
2426	0.769252901
2427	0.7691370898
2428	0.7690796407
2429	0.7690004695
2430	0.7689221788
2431	0.7688397001
2432	0.7686953758
2433	0.7685498473
2434	0.7683696186
2435	0.7682863686
2436	0.7681625925
2437	0.7681241458
2438	0.7680756445
2439	0.7679796851
2440	0.7679611437
2441	0.7678837151
2442	0.767787584
2443	0.7676644656
2444	0.7675946722
2445	0.7675502073
2446	0.7674638016
2447	0.7673764234
2448	0.7673178516
2449	0.7672638992
2450	0.7670901565
2451	0.7669512703
2452	0.7668179755
2453	0.7667641157
2454	0.7666771281
2455	0.7665825656
2456	0.7665542047
2457	0.7664428499
2458	0.7663164128
2459	0.7663019105
2460	0.7662323222
2461	0.766130308
2462	0.7660679755
2463	0.7660257069
2464	0.7658750083
2465	0.7657565585
2466	0.7656381023
2467	0.765455313
2468	0.7653886863
2469	0.7653511725
2470	0.765274996
2471	0.7652088041
2472	0.7650279059
2473	0.7648953977
2474	0.7647291137
2475	0.7646298288
2476	0.7645090928
2477	0.7644281873
2478	0.764231237
2479	0.7640869738
2480	0.7639950372
2481	0.7638250085
2482	0.7637549481
2483	0.7636743451
2484	0.7635322835
2485	0.7633916515
2486	0.7633125599
2487	0.7631259704
2488	0.763027826
2489	0.7629748103
2490	0.762801935
2491	0.7627567345
2492	0.7626632419
2493	0.7625266314
2494	0.7623579921
2495	0.7623169524
2496	0.7622284154
2497	0.7621641754
2498	0.7620216913
2499	0.7619788206
2500	0.7619017375
2501	0.7618179586
2502	0.7617225449
2503	0.761663696
2504	0.7615608569
2505	0.7614621579
2506	0.7613669249
2507	0.7612724436
2508	0.7610759115
2509	0.760998225
2510	0.7608930542
2511	0.7608387681
2512	0.7607537734
2513	0.7606397692
2514	0.7606267746
2515	0.7605625925
2516	0.7605390147
2517	0.7604464608
2518	0.7603456855
2519	0.7603144867
2520	0.7601551062
2521	0.7600599154
2522	0.7599086741
2523	0.7598748235
2524	0.7597618744
2525	0.7596971474
2526	0.7596735566
2527	0.759661934
2528	0.7595508604
2529	0.759459622
2530	0.7593643037
2531	0.7592035264
2532	0.7591019676
2533	0.7589934031
2534	0.7588923012
2535	0.7587550919
2536	0.7587120819
2537	0.7586504163
2538	0.7585814482
2539	0.758432612
2540	0.758381507
2541	0.7583158928
2542	0.758315892
2543	0.7581541143
2544	0.7581206454
2545	0.7579964608
2546	0.7579335886
2547	0.757757359
2548	0.7576323743
2549	0.7575793885
2550	0.7574227833
2551	0.7572855871
2552	0.7571391178
2553	0.7570227425
2554	0.7569865408
2555	0.7568167058
2556	0.7566472793
2557	0.7565673828
2558	0.756455401
2559	0.7563879084
2560	0.7563142842
2561	0.756233483
2562	0.7561169425
2563	0.7560682613
2564	0.7559573993
2565	0.7558959601
2566	0.7557979387
2567	0.7557215015
2568	0.7556207562
2569	0.7555994154
2570	0.7555336262
2571	0.7554959572
2572	0.7553442579
2573	0.755288947
2574	0.7552782945
2575	0.7552055073
2576	0.7551417279
2577	0.7549967907
2578	0.7548859138
2579	0.7548121967
2580	0.7546940283
2581	0.7546002464
2582	0.7545001389
2583	0.7544160511
2584	0.7543192344
2585	0.7542483874
2586	0.7541979602
2587	0.7541249075
2588	0.7540409962
2589	0.7539173485
2590	0.7538591733
2591	0.7537938117
2592	0.7536360527
2593	0.7535018521
2594	0.7534041978
2595	0.7533341783
2596	0.7531787877
2597	0.7530638955
2598	0.7530068585
2599	0.752890454
2600	0.7528229644
2601	0.7527620942
2602	0.7527146656
2603	0.7526169426
2604	0.7525479575
2605	0.7524465875
2606	0.7523541594
2607	0.752245408
2608	0.7520218244
2609	0.7518904106
2610	0.7518396365
2611	0.7518002228
2612	0.7517287717
2613	0.7516108145
2614	0.7515359127
2615	0.751467436
2616	0.7513932143
2617	0.7512738999
2618	0.7510941634
2619	0.7510300274
2620	0.7509768798
2621	0.7507783228
2622	0.7506561647
2623	0.7505836085
2624	0.7505615117
2625	0.7504799666
2626	0.7504060644
2627	0.7503240165
2628	0.7502771536
2629	0.750219808
2630	0.7500822532
2631	0.7500064286
2632	0.7497851058
2633	0.7497127658
2634	0.7496677549
2635	0.7494995608
2636	0.7494526175
2637	0.7493797645
2638	0.749278225
2639	0.7491391216
2640	0.7490831698
2641	0.7490037164
2642	0.7487725921
2643	0.7487290305
2644	0.7486386811
2645	0.7485500437
2646	0.7484911718
2647	0.748381638
2648	0.748283023
2649	0.7482222276
2650	0.7481482923
2651	0.7480582897
2652	0.7480438072
2653	0.7479459459
2654	0.7477361865
2655	0.7476634384
2656	0.7475881479
2657	0.7475780494
2658	0.747499164
2659	0.747426688
2660	0.7473817028
2661	0.7472862348
2662	0.7471459858
2663	0.7471165643
2664	0.747097174
2665	0.7470073015
2666	0.7469155078
2667	0.7468552577
2668	0.7467910275
2669	0.7466563238
2670	0.7466100824
2671	0.746528445
2672	0.7464606459
2673	0.7464016201
2674	0.7462770996
2675	0.7462690932
2676	0.7462061101
2677	0.7460661371
2678	0.7459741869
2679	0.7459250444
2680	0.7458733195
2681	0.7458029616
2682	0.745708599
2683	0.745697172
2684	0.7455596246
2685	0.7455063338
2686	0.745407993
2687	0.7452860839
2688	0.7451877111
2689	0.7451638051
2690	0.745038036
2691	0.744989499
2692	0.7449300887
2693	0.7447680752
2694	0.7447219769
2695	0.7446508836
2696	0.7445107519
2697	0.7444546034
2698	0.7444338422
2699	0.7443478533
2700	0.7443375502
2701	0.7441917186
2702	0.7440666523
2703	0.7440089225
2704	0.7439357992
2705	0.7438740659
2706	0.7437809929
2707	0.7437621484
2708	0.7436859265
2709	0.7436446473
2710	0.7435399854
2711	0.7434785385
2712	0.7434266904
2713	0.7433907877
2714	0.7432961498
2715	0.7432237583
2716	0.7431522684
2717	0.7429937755
2718	0.742945033
2719	0.7428681102
2720	0.7427552099
2721	0.7426523536
2722	0.7425676615
2723	0.7424871158
2724	0.7423521111
2725	0.7422293297
2726	0.7421826392
2727	0.7420759164
2728	0.7419826632
2729	0.741908033
2730	0.7416911612
2731	0.7416129371
2732	0.7414422652
2733	0.7413773998
2734	0.741322018
2735	0.7412864956
2736	0.7412407172
2737	0.7411570809
2738	0.7410716607
2739	0.7410294712
2740	0.7409405764
2741	0.740845879
2742	0.7407604213
2743	0.7406440424
2744	0.7405617608
2745	0.7404307228
2746	0.7403270712
2747	0.7402827642
2748	0.7402116091
2749	0.7401082439
2750	0.7399710812
2751	0.7398896106
2752	0.7398268306
2753	0.7396209277
2754	0.7395127578
2755	0.7394722361
2756	0.739431361
2757	0.7393215359
2758	0.7392941416
2759	0.739213358
2760	0.7391645017
2761	0.7390612269
2762	0.7390276198
2763	0.7389894263
2764	0.738968277
2765	0.7388994198
2766	0.7388189404
2767	0.7387460252
2768	0.7386734181
2769	0.7384706519
2770	0.7383994797
2771	0.7382737063
2772	0.7382068939
2773	0.7381068298
2774	0.7380307782
2775	0.7379501056
2776	0.7379176547
2777	0.7378405578
2778	0.7377246166
2779	0.7376977356
2780	0.7376508269
2781	0.7375398559
2782	0.7374480625
2783	0.737363372
2784	0.7373222796
2785	0.7371583051
2786	0.7370804235
2787	0.7370638437
2788	0.7369542424
2789	0.7369151046
2790	0.7368749401
2791	0.7367839304
2792	0.7366576787
2793	0.73654976
2794	0.7364871608
2795	0.7363562079
2796	0.7362557624
2797	0.7361604039
2798	0.7361005442
2799	0.7360286159
2800	0.7359677635
2801	0.7359086431
2802	0.7357720007
2803	0.7357282099
2804	0.735630717
2805	0.7355633597
2806	0.7354999206
2807	0.7354900086
2808	0.7353991499
2809	0.7353246892
2810	0.7352939995
2811	0.7351565151
2812	0.735103743
2813	0.7349937826
2814	0.7348621112
2815	0.7348132819
2816	0.7347646134
2817	0.7347219024
2818	0.7346386359
2819	0.7345323735
2820	0.7345289167
2821	0.7344279396
2822	0.7343453346
2823	0.7343082763
2824	0.734281813
2825	0.7342078789
2826	0.7341214275
2827	0.7340885563
2828	0.7339770779
2829	0.7338742704
2830	0.7338113643
2831	0.7337193308
2832	0.7336813107
2833	0.7336043118
2834	0.7335381768
2835	0.7334029801
2836	0.7332266313
2837	0.7331787285
2838	0.7331135238
2839	0.7330246529
2840	0.7329840859
2841	0.7329020379
2842	0.732800964
2843	0.7326716558
2844	0.7326113516
2845	0.7325411513
2846	0.7325026287
2847	0.7324419006
2848	0.7324021165
2849	0.7323284135
2850	0.7322732968
2851	0.7322436837
2852	0.7322016945
2853	0.7320873993
2854	0.7319679766
2855	0.7318580394
2856	0.7318341867
2857	0.7317779375
2858	0.731686808
2859	0.731573645
2860	0.731501844
2861	0.7314462492
2862	0.7314136809
2863	0.7313588629
2864	0.7312029676
2865	0.7311534989
2866	0.7310811368
2867	0.7310015861
2868	0.7309847514
2869	0.7308923025
2870	0.7307962114
2871	0.7307119323
2872	0.7305647105
2873	0.7304504509
2874	0.7303897955
2875	0.730328998
2876	0.730282552
2877	0.7302230454
2878	0.7301067387
2879	0.7300667018
2880	0.7300079983
2881	0.7299696646
2882	0.7298635178
2883	0.7297569154
2884	0.7296055757
2885	0.7295615233
2886	0.7293892604
2887	0.7293013566
2888	0.7292229371
2889	0.72915465
2890	0.7290750304
2891	0.7290057662
2892	0.7289303389
2893	0.7288039071
2894	0.7287333162
2895	0.7285331693
2896	0.7284821252
2897	0.7284057701
2898	0.728309783
2899	0.7282360381
2900	0.728079069
2901	0.7279574445
2902	0.727915157
2903	0.7278611797
2904	0.7277591238
2905	0.7275867905
2906	0.7275499295
2907	0.7274296133
2908	0.7273863656
2909	0.7272916507
2910	0.7272184665
2911	0.7271408742
2912	0.7270853288
2913	0.7270853254
2914	0.7269825635
2915	0.7269265996
2916	0.7268346327
2917	0.7267405694
2918	0.7266928182
2919	0.7265398442
2920	0.7264541149
2921	0.7264289031
2922	0.7263646352
2923	0.72633538
2924	0.7263138633
2925	0.7262584503
2926	0.726172582
2927	0.7261109271
2928	0.726032493
2929	0.7259490592
2930	0.7258849492
2931	0.7257910576
2932	0.7257049809
2933	0.7255943736
2934	0.7254644722
2935	0.7253593016
2936	0.7252355925
2937	0.7251283939
2938	0.7250573988
2939	0.7249677355
2940	0.7248868524
2941	0.7247660025
2942	0.7246792393
2943	0.7245880892
2944	0.7245029807
2945	0.72443117
2946	0.7243304012
2947	0.7242297395
2948	0.7241231299
2949	0.7240233305
2950	0.7239190846
2951	0.7237905436
2952	0.7236998947
2953	0.7236623179
2954	0.7236099281
2955	0.7235747702
2956	0.7234870564
2957	0.7234132438
2958	0.7233427005
2959	0.723238498
2960	0.7230956315
2961	0.7229867953
2962	0.7229320905
2963	0.7228582997
2964	0.7227665441
2965	0.7226917534
2966	0.7225982772
2967	0.7224611728
2968	0.7223142028
2969	0.7222383308
2970	0.7222002874
2971	0.722131269
2972	0.72203735
2973	0.721975989
2974	0.7218770753
2975	0.7218052731
2976	0.7217201734
2977	0.721636276
2978	0.7215101608
2979	0.7214742961
2980	0.7214020437
2981	0.7212638119
2982	0.7212232057
2983	0.7210717596
2984	0.721011299
2985	0.7208511017
2986	0.7207368537
2987	0.720693051
2988	0.7206559875
2989	0.7205780187
2990	0.7205095885
2991	0.7203923398
2992	0.7202780552
2993	0.72025403
2994	0.7201843827
2995	0.7201236146
2996	0.720056969
2997	0.719948423
2998	0.7198980767
2999	0.7198211043
3000	0.719766167
3001	0.7196379131
3002	0.719602396
3003	0.7194473109
3004	0.7193837121
3005	0.7193312563
3006	0.7192604453
